FIPS_Code	State_Abbrv	Rate
27039	MN	225.33
27041	MN	208.33
27043	MN	225.33
27045	MN	225.33
27047	MN	225.33
27049	MN	225.33
27051	MN	208.33
27053	MN	225.33
27055	MN	225.33
27057	MN	208.33
27059	MN	225.33
27061	MN	183.67
27063	MN	225.33
27065	MN	225.33
27067	MN	225.33
27069	MN	208.33
27071	MN	183.67
27073	MN	208.33
27075	MN	183.67
27077	MN	208.33
27079	MN	225.33
27081	MN	225.33
27083	MN	225.33
27085	MN	225.33
27087	MN	208.33
27089	MN	208.33
27091	MN	225.33
27093	MN	225.33
27095	MN	225.33
27097	MN	225.33
27099	MN	225.33
27101	MN	225.33
27103	MN	225.33
27105	MN	225.33
27107	MN	208.33
27109	MN	225.33
27111	MN	208.33
27113	MN	208.33
27115	MN	183.67
27117	MN	225.33
27119	MN	208.33
27121	MN	208.33
27123	MN	225.33
27125	MN	208.33
27127	MN	225.33
27129	MN	225.33
27131	MN	225.33
27133	MN	225.33
27135	MN	208.33
27137	MN	183.67
27139	MN	225.33
27141	MN	225.33
27143	MN	225.33
27145	MN	225.33
27147	MN	225.33
27149	MN	208.33
